seq_id,game_id,entry_period,entry_clock,entry_type,entry_team,defend_team,shot_within_horizon,n_frames,n_puck_points,fps_estimate
542,2025-10-28.Team.C.@.Team.A,1,17:01:00,Dumped,Team C,Team A,false,152,152,30.0
543,2025-10-28.Team.C.@.Team.A,1,16:45:00,Carried,Team A,Team C,false,151,151,30.0
544,2025-10-28.Team.C.@.Team.A,1,15:51:00,Dumped,Team A,Team C,false,152,152,30.0
545,2025-10-28.Team.C.@.Team.A,1,15:27:00,Dumped,Team A,Team C,false,152,152,30.0
546,2025-10-28.Team.C.@.Team.A,1,15:07:00,Dumped,Team C,Team A,false,151,151,30.0
547,2025-10-28.Team.C.@.Team.A,1,15:03:00,Carried,Team A,Team C,true,153,153,30.0
548,2025-10-28.Team.C.@.Team.A,1,14:42:00,Dumped,Team C,Team A,false,151,151,30.0
549,2025-10-28.Team.C.@.Team.A,1,14:01:00,Dumped,Team A,Team C,false,151,151,30.0
550,2025-10-28.Team.C.@.Team.A,1,13:36:00,Played,Team C,Team A,false,152,152,30.0
551,2025-10-28.Team.C.@.Team.A,1,13:24:00,Dumped,Team C,Team A,false,151,151,30.0
552,2025-10-28.Team.C.@.Team.A,1,13:15:00,Played,Team A,Team C,true,127,64,30.0
553,2025-10-28.Team.C.@.Team.A,1,12:51:00,Dumped,Team C,Team A,false,152,152,30.0
554,2025-10-28.Team.C.@.Team.A,1,12:42:00,Carried,Team A,Team C,false,150,150,30.0
555,2025-10-28.Team.C.@.Team.A,1,11:50:00,Played,Team C,Team A,false,151,151,30.0
556,2025-10-28.Team.C.@.Team.A,1,11:42:00,Dumped,Team A,Team C,false,151,151,30.0
557,2025-10-28.Team.C.@.Team.A,1,11:37:00,Dumped,Team C,Team A,false,151,151,30.0
558,2025-10-28.Team.C.@.Team.A,1,11:25:00,Dumped,Team A,Team C,false,151,151,30.0
559,2025-10-28.Team.C.@.Team.A,1,11:10:00,Carried,Team C,Team A,true,151,151,30.0
560,2025-10-28.Team.C.@.Team.A,1,10:48:00,Dumped,Team C,Team A,false,151,151,30.0
561,2025-10-28.Team.C.@.Team.A,1,10:39:00,Dumped,Team A,Team C,false,162,162,30.0
562,2025-10-28.Team.C.@.Team.A,1,10:33:00,Dumped,Team C,Team A,false,151,151,30.0
563,2025-10-28.Team.C.@.Team.A,1,09:36:00,Carried,Team C,Team A,false,150,150,30.0
564,2025-10-28.Team.C.@.Team.A,1,08:22:00,Dumped,Team C,Team A,false,149,149,30.0
565,2025-10-28.Team.C.@.Team.A,1,07:25:00,Dumped,Team A,Team C,false,151,122,30.0
566,2025-10-28.Team.C.@.Team.A,1,07:08:00,Carried,Team C,Team A,true,156,67,30.0
567,2025-10-28.Team.C.@.Team.A,1,06:54:00,Dumped,Team A,Team C,false,151,151,30.0
568,2025-10-28.Team.C.@.Team.A,1,06:21:00,Carried,Team A,Team C,false,151,151,30.0
569,2025-10-28.Team.C.@.Team.A,1,05:52:00,Carried,Team C,Team A,true,132,131,30.0
570,2025-10-28.Team.C.@.Team.A,1,05:40:00,Dumped,Team A,Team C,false,151,151,30.0
571,2025-10-28.Team.C.@.Team.A,1,04:07:00,Carried,Team A,Team C,false,151,151,30.0
572,2025-10-28.Team.C.@.Team.A,1,04:00:00,Dumped,Team A,Team C,true,150,150,30.0
573,2025-10-28.Team.C.@.Team.A,1,03:10:00,Dumped,Team A,Team C,false,93,74,30.0
574,2025-10-28.Team.C.@.Team.A,1,02:43:00,Dumped,Team A,Team C,false,150,150,30.0
575,2025-10-28.Team.C.@.Team.A,1,02:32:00,Carried,Team C,Team A,false,152,152,30.0
576,2025-10-28.Team.C.@.Team.A,1,02:19:00,Carried,Team A,Team C,false,152,152,30.0
577,2025-10-28.Team.C.@.Team.A,1,02:01:00,Played,Team C,Team A,false,152,152,30.0
578,2025-10-28.Team.C.@.Team.A,1,01:52:00,Carried,Team A,Team C,false,151,151,30.0
579,2025-10-28.Team.C.@.Team.A,1,01:46:00,Dumped,Team C,Team A,false,151,151,30.0
580,2025-10-28.Team.C.@.Team.A,1,01:35:00,Carried,Team A,Team C,true,156,146,30.0
581,2025-10-28.Team.C.@.Team.A,1,01:18:00,Carried,Team A,Team C,true,132,81,30.0
582,2025-10-28.Team.C.@.Team.A,1,01:01:00,Dumped,Team C,Team A,false,151,151,30.0
583,2025-10-28.Team.C.@.Team.A,1,00:28:00,Dumped,Team A,Team C,false,150,150,30.0
584,2025-10-28.Team.C.@.Team.A,1,00:18:00,Dumped,Team C,Team A,false,151,138,30.0
585,2025-10-28.Team.C.@.Team.A,2,19:23:00,Dumped,Team C,Team A,false,151,151,30.0
586,2025-10-28.Team.C.@.Team.A,2,19:15:00,Played,Team A,Team C,false,138,133,30.0
587,2025-10-28.Team.C.@.Team.A,2,19:11:00,Carried,Team A,Team C,false,144,144,30.0
588,2025-10-28.Team.C.@.Team.A,2,19:04:00,Dumped,Team C,Team A,false,151,151,30.0
589,2025-10-28.Team.C.@.Team.A,2,17:46:00,Carried,Team C,Team A,false,151,151,30.0
590,2025-10-28.Team.C.@.Team.A,2,17:36:00,Dumped,Team A,Team C,false,152,152,30.0
591,2025-10-28.Team.C.@.Team.A,2,17:01:00,Carried,Team A,Team C,false,151,151,30.0
592,2025-10-28.Team.C.@.Team.A,2,16:08:00,Dumped,Team A,Team C,false,100,46,30.0
593,2025-10-28.Team.C.@.Team.A,2,15:58:00,Carried,Team A,Team C,false,152,152,30.0
594,2025-10-28.Team.C.@.Team.A,2,15:40:00,Dumped,Team C,Team A,false,156,92,30.0
595,2025-10-28.Team.C.@.Team.A,2,15:30:00,Carried,Team A,Team C,false,152,152,30.0
596,2025-10-28.Team.C.@.Team.A,2,14:55:00,Dumped,Team A,Team C,false,151,151,30.0
597,2025-10-28.Team.C.@.Team.A,2,14:40:00,Carried,Team A,Team C,false,150,150,30.0
598,2025-10-28.Team.C.@.Team.A,2,14:03:00,Carried,Team A,Team C,false,151,151,30.0
599,2025-10-28.Team.C.@.Team.A,2,13:44:00,Carried,Team C,Team A,true,153,153,30.0
600,2025-10-28.Team.C.@.Team.A,2,13:05:00,Carried,Team A,Team C,false,151,151,30.0
601,2025-10-28.Team.C.@.Team.A,2,12:49:00,Played,Team C,Team A,false,151,151,30.0
602,2025-10-28.Team.C.@.Team.A,2,12:29:00,Dumped,Team C,Team A,false,157,79,30.0
603,2025-10-28.Team.C.@.Team.A,2,12:19:00,Carried,Team A,Team C,false,152,152,30.0
604,2025-10-28.Team.C.@.Team.A,2,12:05:00,Dumped,Team C,Team A,false,152,152,30.0
605,2025-10-28.Team.C.@.Team.A,2,11:29:00,Carried,Team C,Team A,true,152,152,30.0
606,2025-10-28.Team.C.@.Team.A,2,11:15:00,Dumped,Team C,Team A,false,151,151,30.0
607,2025-10-28.Team.C.@.Team.A,2,11:00:00,Carried,Team A,Team C,false,151,151,30.0
608,2025-10-28.Team.C.@.Team.A,2,10:41:00,Played,Team A,Team C,false,161,156,30.0
609,2025-10-28.Team.C.@.Team.A,2,09:18:00,Carried,Team C,Team A,false,151,151,30.0
610,2025-10-28.Team.C.@.Team.A,2,08:24:00,Carried,Team A,Team C,true,150,150,30.0
611,2025-10-28.Team.C.@.Team.A,2,08:16:00,Dumped,Team C,Team A,false,151,151,30.0
612,2025-10-28.Team.C.@.Team.A,2,07:46:00,Carried,Team C,Team A,false,151,151,30.0
613,2025-10-28.Team.C.@.Team.A,2,07:27:00,Dumped,Team C,Team A,false,151,151,30.0
614,2025-10-28.Team.C.@.Team.A,2,07:13:00,Carried,Team C,Team A,false,151,151,30.0
615,2025-10-28.Team.C.@.Team.A,2,06:56:00,Carried,Team A,Team C,false,151,151,30.0
616,2025-10-28.Team.C.@.Team.A,2,06:45:00,Dumped,Team A,Team C,false,152,152,30.0
617,2025-10-28.Team.C.@.Team.A,2,06:21:00,Played,Team A,Team C,false,150,150,30.0
618,2025-10-28.Team.C.@.Team.A,2,05:10:00,Carried,Team C,Team A,false,151,151,30.0
619,2025-10-28.Team.C.@.Team.A,2,04:26:00,Carried,Team A,Team C,false,151,151,30.0
620,2025-10-28.Team.C.@.Team.A,2,04:16:00,Carried,Team C,Team A,false,152,152,30.0
621,2025-10-28.Team.C.@.Team.A,2,03:33:00,Carried,Team A,Team C,true,150,150,30.0
622,2025-10-28.Team.C.@.Team.A,2,02:57:00,Played,Team A,Team C,false,151,151,30.0
623,2025-10-28.Team.C.@.Team.A,2,02:51:00,Carried,Team C,Team A,false,152,152,30.0
624,2025-10-28.Team.C.@.Team.A,2,02:19:00,Carried,Team C,Team A,true,152,152,30.0
625,2025-10-28.Team.C.@.Team.A,2,01:49:00,Carried,Team A,Team C,true,158,75,30.0
626,2025-10-28.Team.C.@.Team.A,2,01:37:00,Played,Team C,Team A,false,152,152,30.0
627,2025-10-28.Team.C.@.Team.A,2,01:29:00,Dumped,Team A,Team C,false,151,151,30.0
628,2025-10-28.Team.C.@.Team.A,2,01:22:00,Carried,Team C,Team A,false,151,151,30.0
629,2025-10-28.Team.C.@.Team.A,2,00:48:00,Played,Team C,Team A,false,152,152,30.0
630,2025-10-28.Team.C.@.Team.A,3,19:32:00,Carried,Team C,Team A,true,170,70,30.0
631,2025-10-28.Team.C.@.Team.A,3,19:25:00,Carried,Team A,Team C,false,142,142,30.0
632,2025-10-28.Team.C.@.Team.A,3,19:00:00,Dumped,Team C,Team A,false,151,151,30.0
633,2025-10-28.Team.C.@.Team.A,3,18:51:00,Carried,Team C,Team A,true,151,151,30.0
634,2025-10-28.Team.C.@.Team.A,3,18:35:00,Carried,Team A,Team C,false,151,151,30.0
635,2025-10-28.Team.C.@.Team.A,3,17:55:00,Dumped,Team A,Team C,false,152,152,30.0
636,2025-10-28.Team.C.@.Team.A,3,17:40:00,Played,Team C,Team A,false,152,152,30.0
637,2025-10-28.Team.C.@.Team.A,3,17:07:00,Carried,Team A,Team C,false,152,152,30.0
638,2025-10-28.Team.C.@.Team.A,3,16:01:00,Dumped,Team C,Team A,false,152,152,30.0
639,2025-10-28.Team.C.@.Team.A,3,15:04:00,Carried,Team A,Team C,false,145,145,30.0
640,2025-10-28.Team.C.@.Team.A,3,14:37:00,Carried,Team C,Team A,true,152,152,30.0
641,2025-10-28.Team.C.@.Team.A,3,14:23:00,Dumped,Team A,Team C,false,151,151,30.0
642,2025-10-28.Team.C.@.Team.A,3,14:08:00,Dumped,Team C,Team A,false,151,151,30.0
643,2025-10-28.Team.C.@.Team.A,3,13:56:00,Dumped,Team C,Team A,false,152,152,30.0
644,2025-10-28.Team.C.@.Team.A,3,13:48:00,Dumped,Team A,Team C,false,151,151,30.0
645,2025-10-28.Team.C.@.Team.A,3,13:20:00,Carried,Team C,Team A,true,151,151,30.0
646,2025-10-28.Team.C.@.Team.A,3,12:18:00,Carried,Team A,Team C,true,151,151,30.0
647,2025-10-28.Team.C.@.Team.A,3,12:06:00,Played,Team C,Team A,false,151,151,30.0
648,2025-10-28.Team.C.@.Team.A,3,11:54:00,Carried,Team C,Team A,false,151,151,30.0
649,2025-10-28.Team.C.@.Team.A,3,11:17:00,Dumped,Team A,Team C,false,152,152,30.0
650,2025-10-28.Team.C.@.Team.A,3,11:09:00,Carried,Team C,Team A,false,141,47,30.0
651,2025-10-28.Team.C.@.Team.A,3,10:58:00,Dumped,Team A,Team C,false,151,151,30.0
652,2025-10-28.Team.C.@.Team.A,3,10:51:00,Carried,Team C,Team A,false,151,151,30.0
653,2025-10-28.Team.C.@.Team.A,3,09:42:00,Carried,Team C,Team A,false,151,151,30.0
654,2025-10-28.Team.C.@.Team.A,3,09:08:00,Carried,Team C,Team A,false,152,152,30.0
655,2025-10-28.Team.C.@.Team.A,3,08:57:00,Carried,Team A,Team C,true,151,151,30.0
656,2025-10-28.Team.C.@.Team.A,3,08:22:00,Played,Team C,Team A,false,150,150,30.0
657,2025-10-28.Team.C.@.Team.A,3,08:09:00,Dumped,Team C,Team A,false,151,151,30.0
658,2025-10-28.Team.C.@.Team.A,3,07:57:00,Carried,Team A,Team C,true,127,94,30.0
659,2025-10-28.Team.C.@.Team.A,3,07:46:00,Carried,Team C,Team A,false,151,151,30.0
660,2025-10-28.Team.C.@.Team.A,3,07:34:00,Carried,Team C,Team A,false,152,152,30.0
661,2025-10-28.Team.C.@.Team.A,3,07:25:00,Dumped,Team C,Team A,false,151,151,30.0
662,2025-10-28.Team.C.@.Team.A,3,07:14:00,Dumped,Team A,Team C,false,152,152,30.0
663,2025-10-28.Team.C.@.Team.A,3,07:05:00,Played,Team C,Team A,true,150,150,30.0
664,2025-10-28.Team.C.@.Team.A,3,06:50:00,Dumped,Team C,Team A,false,151,147,30.0
665,2025-10-28.Team.C.@.Team.A,3,06:16:00,Dumped,Team A,Team C,false,138,133,30.0
666,2025-10-28.Team.C.@.Team.A,3,06:05:00,Dumped,Team C,Team A,false,151,151,30.0
667,2025-10-28.Team.C.@.Team.A,3,05:47:00,Carried,Team A,Team C,false,152,152,30.0
668,2025-10-28.Team.C.@.Team.A,3,05:33:00,Played,Team A,Team C,false,152,152,30.0
669,2025-10-28.Team.C.@.Team.A,3,04:59:00,Dumped,Team C,Team A,false,153,153,30.0
670,2025-10-28.Team.C.@.Team.A,3,04:50:00,Played,Team A,Team C,false,150,150,30.0
671,2025-10-28.Team.C.@.Team.A,3,04:44:00,Carried,Team C,Team A,false,151,151,30.0
672,2025-10-28.Team.C.@.Team.A,3,04:26:00,Dumped,Team C,Team A,false,152,152,30.0
673,2025-10-28.Team.C.@.Team.A,3,04:18:00,Carried,Team C,Team A,true,152,84,30.0
674,2025-10-28.Team.C.@.Team.A,3,03:59:00,Dumped,Team C,Team A,false,152,152,30.0
675,2025-10-28.Team.C.@.Team.A,3,03:46:00,Dumped,Team A,Team C,false,85,84,30.0
676,2025-10-28.Team.C.@.Team.A,3,03:33:00,Carried,Team A,Team C,false,151,151,30.0
677,2025-10-28.Team.C.@.Team.A,3,03:03:00,Carried,Team C,Team A,true,151,151,30.0
678,2025-10-28.Team.C.@.Team.A,3,02:53:00,Carried,Team C,Team A,false,152,152,30.0
679,2025-10-28.Team.C.@.Team.A,3,02:29:00,Dumped,Team C,Team A,false,151,151,30.0
680,2025-10-28.Team.C.@.Team.A,3,02:13:00,Carried,Team C,Team A,false,151,151,30.0
681,2025-10-28.Team.C.@.Team.A,3,01:55:00,Carried,Team A,Team C,false,151,151,30.0
682,2025-10-28.Team.C.@.Team.A,3,01:49:00,Played,Team C,Team A,false,153,153,30.0
683,2025-10-28.Team.C.@.Team.A,3,01:25:00,Played,Team C,Team A,true,152,152,30.0
684,2025-10-28.Team.C.@.Team.A,3,01:11:00,Carried,Team A,Team C,true,151,151,30.0
685,2025-10-28.Team.C.@.Team.A,3,00:41:00,Played,Team C,Team A,false,151,151,30.0
686,2025-10-28.Team.C.@.Team.A,3,00:22:00,Carried,Team A,Team C,false,150,150,30.0
687,2025-10-29.Team.G.@.Team.L,1,19:52:00,Dumped,Team L,Team G,false,151,151,30.0
688,2025-10-29.Team.G.@.Team.L,1,19:42:00,Dumped,Team G,Team L,false,151,151,30.0
689,2025-10-29.Team.G.@.Team.L,1,19:13:00,Dumped,Team G,Team L,false,151,151,30.0
690,2025-10-29.Team.G.@.Team.L,1,18:50:00,Played,Team G,Team L,false,151,151,30.0
691,2025-10-29.Team.G.@.Team.L,1,18:29:00,Carried,Team L,Team G,true,126,87,30.0
692,2025-10-29.Team.G.@.Team.L,1,18:11:00,Carried,Team L,Team G,false,65,65,30.0
693,2025-10-29.Team.G.@.Team.L,1,17:31:00,Carried,Team L,Team G,true,158,66,30.0
694,2025-10-29.Team.G.@.Team.L,1,17:01:00,Carried,Team G,Team L,false,152,152,30.0
695,2025-10-29.Team.G.@.Team.L,1,16:43:00,Carried,Team G,Team L,false,151,151,30.0
696,2025-10-29.Team.G.@.Team.L,1,16:26:00,Dumped,Team G,Team L,false,151,151,30.0
697,2025-10-29.Team.G.@.Team.L,1,16:03:00,Carried,Team G,Team L,false,150,150,30.0
698,2025-10-29.Team.G.@.Team.L,1,15:49:00,Dumped,Team L,Team G,false,151,151,30.0
699,2025-10-29.Team.G.@.Team.L,1,15:08:00,Dumped,Team L,Team G,false,151,151,30.0
700,2025-10-29.Team.G.@.Team.L,1,14:58:00,Played,Team G,Team L,false,150,150,30.0
701,2025-10-29.Team.G.@.Team.L,1,14:51:00,Dumped,Team G,Team L,false,151,151,30.0
702,2025-10-29.Team.G.@.Team.L,1,14:41:00,Carried,Team L,Team G,false,151,151,30.0
703,2025-10-29.Team.G.@.Team.L,1,14:23:00,Carried,Team L,Team G,true,151,151,30.0
704,2025-10-29.Team.G.@.Team.L,1,14:01:00,Dumped,Team L,Team G,false,151,151,30.0
705,2025-10-29.Team.G.@.Team.L,1,13:39:00,Carried,Team G,Team L,false,150,150,30.0
706,2025-10-29.Team.G.@.Team.L,1,13:16:00,Dumped,Team G,Team L,false,151,151,30.0
707,2025-10-29.Team.G.@.Team.L,1,13:05:00,Dumped,Team L,Team G,false,151,151,30.0
708,2025-10-29.Team.G.@.Team.L,1,12:45:00,Carried,Team G,Team L,true,151,151,30.0
709,2025-10-29.Team.G.@.Team.L,1,11:25:00,Carried,Team L,Team G,false,152,126,30.0
710,2025-10-29.Team.G.@.Team.L,1,11:03:00,Carried,Team L,Team G,false,151,151,30.0
711,2025-10-29.Team.G.@.Team.L,1,10:26:00,Carried,Team L,Team G,false,151,151,30.0
712,2025-10-29.Team.G.@.Team.L,1,09:35:00,Dumped,Team G,Team L,false,126,125,30.0
713,2025-10-29.Team.G.@.Team.L,1,09:26:00,Played,Team L,Team G,false,152,152,30.0
714,2025-10-29.Team.G.@.Team.L,1,09:07:00,Dumped,Team G,Team L,false,151,151,30.0
715,2025-10-29.Team.G.@.Team.L,1,08:36:00,Dumped,Team L,Team G,false,152,152,30.0
716,2025-10-29.Team.G.@.Team.L,1,08:22:00,Dumped,Team L,Team G,false,151,151,30.0
717,2025-10-29.Team.G.@.Team.L,1,08:12:00,Carried,Team G,Team L,true,151,151,30.0
718,2025-10-29.Team.G.@.Team.L,1,07:48:00,Carried,Team G,Team L,false,151,151,30.0
719,2025-10-29.Team.G.@.Team.L,1,07:16:00,Dumped,Team G,Team L,false,151,151,30.0
720,2025-10-29.Team.G.@.Team.L,1,06:28:00,Carried,Team G,Team L,false,151,151,30.0
721,2025-10-29.Team.G.@.Team.L,1,06:04:00,Carried,Team G,Team L,true,151,139,30.0
722,2025-10-29.Team.G.@.Team.L,1,05:34:00,Dumped,Team G,Team L,false,151,151,30.0
723,2025-10-29.Team.G.@.Team.L,1,05:22:00,Dumped,Team L,Team G,false,151,107,30.0
724,2025-10-29.Team.G.@.Team.L,1,05:12:00,Dumped,Team G,Team L,false,151,151,30.0
725,2025-10-29.Team.G.@.Team.L,1,04:52:00,Dumped,Team G,Team L,false,151,151,30.0
726,2025-10-29.Team.G.@.Team.L,1,04:24:00,Dumped,Team L,Team G,false,151,151,30.0
727,2025-10-29.Team.G.@.Team.L,1,04:16:00,Dumped,Team G,Team L,false,151,119,30.0
728,2025-10-29.Team.G.@.Team.L,1,04:05:00,Played,Team L,Team G,false,151,151,30.0
729,2025-10-29.Team.G.@.Team.L,1,03:09:00,Carried,Team L,Team G,false,151,151,30.0
730,2025-10-29.Team.G.@.Team.L,1,01:52:00,Dumped,Team G,Team L,false,150,150,30.0
731,2025-10-29.Team.G.@.Team.L,1,01:07:00,Carried,Team G,Team L,false,151,151,30.0
732,2025-10-29.Team.G.@.Team.L,1,00:26:00,Dumped,Team L,Team G,false,151,151,30.0
733,2025-10-29.Team.G.@.Team.L,2,19:44:00,Dumped,Team G,Team L,false,151,151,30.0
734,2025-10-29.Team.G.@.Team.L,2,19:29:00,Played,Team L,Team G,true,151,151,30.0
735,2025-10-29.Team.G.@.Team.L,2,19:23:00,Dumped,Team G,Team L,false,151,151,30.0
736,2025-10-29.Team.G.@.Team.L,2,19:08:00,Carried,Team G,Team L,true,151,151,30.0
737,2025-10-29.Team.G.@.Team.L,2,18:41:00,Dumped,Team L,Team G,false,151,151,30.0
738,2025-10-29.Team.G.@.Team.L,2,18:17:00,Carried,Team G,Team L,false,151,151,30.0
739,2025-10-29.Team.G.@.Team.L,2,18:00:00,Dumped,Team L,Team G,false,151,151,30.0
740,2025-10-29.Team.G.@.Team.L,2,17:26:00,Carried,Team G,Team L,false,163,145,30.0
741,2025-10-29.Team.G.@.Team.L,2,17:19:00,Dumped,Team L,Team G,false,151,151,30.0
742,2025-10-29.Team.G.@.Team.L,2,16:35:00,Dumped,Team G,Team L,false,151,151,30.0
743,2025-10-29.Team.G.@.Team.L,2,16:06:00,Dumped,Team G,Team L,false,151,151,30.0
744,2025-10-29.Team.G.@.Team.L,2,15:08:00,Carried,Team L,Team G,true,151,96,30.0
745,2025-10-29.Team.G.@.Team.L,2,14:53:00,Carried,Team L,Team G,false,152,152,30.0
746,2025-10-29.Team.G.@.Team.L,2,13:47:00,Dumped,Team G,Team L,false,152,152,30.0
747,2025-10-29.Team.G.@.Team.L,2,13:18:00,Carried,Team L,Team G,false,152,152,30.0
748,2025-10-29.Team.G.@.Team.L,2,11:41:00,Dumped,Team L,Team G,false,151,151,30.0
749,2025-10-29.Team.G.@.Team.L,2,11:22:00,Dumped,Team G,Team L,false,151,151,30.0
750,2025-10-29.Team.G.@.Team.L,2,11:04:00,Dumped,Team L,Team G,false,152,152,30.0
751,2025-10-29.Team.G.@.Team.L,2,10:43:00,Dumped,Team L,Team G,false,151,149,30.0
752,2025-10-29.Team.G.@.Team.L,2,10:17:00,Carried,Team L,Team G,true,151,151,30.0
753,2025-10-29.Team.G.@.Team.L,2,09:44:00,Dumped,Team G,Team L,false,151,151,30.0
754,2025-10-29.Team.G.@.Team.L,2,09:08:00,Dumped,Team G,Team L,false,151,151,30.0
755,2025-10-29.Team.G.@.Team.L,2,08:43:00,Played,Team G,Team L,false,151,151,30.0
756,2025-10-29.Team.G.@.Team.L,2,08:23:00,Carried,Team G,Team L,true,151,151,30.0
757,2025-10-29.Team.G.@.Team.L,2,07:31:00,Played,Team L,Team G,false,151,151,30.0
758,2025-10-29.Team.G.@.Team.L,2,06:56:00,Dumped,Team L,Team G,false,151,151,30.0
759,2025-10-29.Team.G.@.Team.L,2,06:41:00,Carried,Team L,Team G,false,152,152,30.0
760,2025-10-29.Team.G.@.Team.L,2,06:22:00,Dumped,Team L,Team G,false,151,151,30.0
761,2025-10-29.Team.G.@.Team.L,2,05:51:00,Carried,Team G,Team L,false,152,152,30.0
762,2025-10-29.Team.G.@.Team.L,2,05:29:00,Carried,Team G,Team L,false,151,151,30.0
763,2025-10-29.Team.G.@.Team.L,2,05:15:00,Dumped,Team L,Team G,false,151,151,30.0
764,2025-10-29.Team.G.@.Team.L,2,05:05:00,Dumped,Team G,Team L,false,150,150,30.0
765,2025-10-29.Team.G.@.Team.L,2,04:53:00,Carried,Team L,Team G,false,150,150,30.0
766,2025-10-29.Team.G.@.Team.L,2,03:21:00,Dumped,Team L,Team G,false,151,88,30.0
767,2025-10-29.Team.G.@.Team.L,2,03:10:00,Carried,Team L,Team G,false,150,150,30.0
768,2025-10-29.Team.G.@.Team.L,2,02:42:00,Dumped,Team G,Team L,false,151,151,30.0
769,2025-10-29.Team.G.@.Team.L,2,02:12:00,Dumped,Team L,Team G,false,151,151,30.0
770,2025-10-29.Team.G.@.Team.L,2,01:51:00,Carried,Team G,Team L,true,151,151,30.0
771,2025-10-29.Team.G.@.Team.L,2,01:26:00,Played,Team G,Team L,false,151,151,30.0
772,2025-10-29.Team.G.@.Team.L,2,00:56:00,Dumped,Team G,Team L,false,151,151,30.0
773,2025-10-29.Team.G.@.Team.L,2,00:26:00,Dumped,Team L,Team G,true,131,77,30.0
774,2025-10-29.Team.G.@.Team.L,3,19:55:00,Dumped,Team G,Team L,false,151,151,30.0
775,2025-10-29.Team.G.@.Team.L,3,19:40:00,Played,Team L,Team G,false,151,151,30.0
776,2025-10-29.Team.G.@.Team.L,3,19:12:00,Dumped,Team G,Team L,false,151,151,30.0
777,2025-10-29.Team.G.@.Team.L,3,19:00:00,Carried,Team L,Team G,false,151,151,30.0
778,2025-10-29.Team.G.@.Team.L,3,18:48:00,Dumped,Team G,Team L,false,150,150,30.0
779,2025-10-29.Team.G.@.Team.L,3,18:37:00,Carried,Team L,Team G,true,151,151,30.0
780,2025-10-29.Team.G.@.Team.L,3,17:47:00,Dumped,Team L,Team G,false,151,150,30.0
781,2025-10-29.Team.G.@.Team.L,3,16:40:00,Dumped,Team L,Team G,false,152,152,30.0
782,2025-10-29.Team.G.@.Team.L,3,16:22:00,Carried,Team L,Team G,false,150,149,30.0
783,2025-10-29.Team.G.@.Team.L,3,15:47:00,Played,Team L,Team G,false,152,152,30.0
784,2025-10-29.Team.G.@.Team.L,3,15:12:00,Played,Team L,Team G,true,151,151,30.0
785,2025-10-29.Team.G.@.Team.L,3,14:18:00,Carried,Team G,Team L,false,152,152,30.0
786,2025-10-29.Team.G.@.Team.L,3,14:06:00,Played,Team L,Team G,false,152,152,30.0
787,2025-10-29.Team.G.@.Team.L,3,13:55:00,Dumped,Team G,Team L,false,145,144,30.0
788,2025-10-29.Team.G.@.Team.L,3,13:33:00,Played,Team L,Team G,false,151,151,30.0
789,2025-10-29.Team.G.@.Team.L,3,13:19:00,Played,Team L,Team G,false,151,151,30.0
790,2025-10-29.Team.G.@.Team.L,3,13:05:00,Dumped,Team L,Team G,false,152,152,30.0
791,2025-10-29.Team.G.@.Team.L,3,12:09:00,Carried,Team G,Team L,false,151,151,30.0
792,2025-10-29.Team.G.@.Team.L,3,11:04:00,Carried,Team G,Team L,false,153,153,30.0
793,2025-10-29.Team.G.@.Team.L,3,10:41:00,Dumped,Team G,Team L,false,151,151,30.0
794,2025-10-29.Team.G.@.Team.L,3,10:29:00,Dumped,Team L,Team G,false,151,151,30.0
795,2025-10-29.Team.G.@.Team.L,3,10:00:00,Dumped,Team L,Team G,false,153,153,30.0
796,2025-10-29.Team.G.@.Team.L,3,08:57:00,Carried,Team G,Team L,true,151,151,30.0
797,2025-10-29.Team.G.@.Team.L,3,08:05:00,Dumped,Team G,Team L,false,151,151,30.0
798,2025-10-29.Team.G.@.Team.L,3,07:37:00,Played,Team G,Team L,false,151,151,30.0
799,2025-10-29.Team.G.@.Team.L,3,06:35:00,Played,Team L,Team G,false,151,151,30.0
800,2025-10-29.Team.G.@.Team.L,3,06:19:00,Dumped,Team L,Team G,false,151,151,30.0
801,2025-10-29.Team.G.@.Team.L,3,05:29:00,Dumped,Team L,Team G,false,153,153,30.0
802,2025-10-29.Team.G.@.Team.L,3,04:50:00,Dumped,Team L,Team G,false,151,151,30.0
803,2025-10-29.Team.G.@.Team.L,3,04:26:00,Played,Team L,Team G,false,151,151,30.0
804,2025-10-29.Team.G.@.Team.L,3,00:49:00,Carried,Team G,Team L,false,158,158,30.0
805,2025-10-29.Team.G.@.Team.L,3,00:15:00,Dumped,Team G,Team L,false,151,145,30.0
806,2025-10-29.Team.G.@.Team.L,3,00:11:00,Carried,Team L,Team G,true,151,151,30.0
807,2025-11-02.Team.D.@.Team.A,1,19:58:00,Dumped,Team D,Team A,false,150,150,30.0
808,2025-11-02.Team.D.@.Team.A,1,19:18:00,Dumped,Team A,Team D,false,151,151,30.0
809,2025-11-02.Team.D.@.Team.A,1,18:58:00,Carried,Team D,Team A,false,151,151,30.0
810,2025-11-02.Team.D.@.Team.A,1,18:24:00,Carried,Team A,Team D,false,79,79,30.0
811,2025-11-02.Team.D.@.Team.A,1,18:06:00,Carried,Team D,Team A,true,151,151,30.0
812,2025-11-02.Team.D.@.Team.A,1,17:44:00,Dumped,Team A,Team D,false,151,151,30.0
